row_id,COUNTRY_CODE,COUNTRY_NAME,screening_tier,signal_count,is_verify,trigger_reason,signal_attention,signal_longstring,signal_mahalanobis,signal_odd_even,veto_any,veto_all_missing,veto_gibberish,attention_number_fail,attention_response_fail,attention_any_fail,ls_max_run,md_score,oe_r,BENEFIT_OPEN,TRUST_OPEN,ATTCHECK_NUMBER,ATTCHECK_RES,DEM_AGE,DEM_GENDER,DEM_EDU,DEM_AGEGRP,COUNTRY_CONT,final_decision,decision,reason
4370,AUS,Australia,MEDIUM,1,0,odd_even_low,0,0,0,1,0,0,0,0,0,0,3.0,4.80958154960668,-1.0,I trust them to fix any medical or technological difficulties because they're so reliable and hardworking.,NA,213,1,55,0,4,50-59,Australia/Oceania,,valid,
4383,AUS,Australia,MEDIUM,1,0,longstring_exceed,0,1,0,0,0,0,0,0,0,0,18.0,4.584020280928696,,NA,I have no idea,213,1,55,0,4,50-59,Australia/Oceania,,invalid,longstring（straightlining）
4384,AUS,Australia,MEDIUM,1,0,odd_even_low,0,0,0,1,0,0,0,0,0,0,3.0,4.807624349563565,-1.0,With the help of science we can better understand the culture and societies that are happens around us.,NA,213,1,55,0,4,50-59,Australia/Oceania,,valid,
4389,AUS,Australia,MEDIUM,1,0,longstring_exceed,0,1,0,0,0,0,0,0,0,0,13.0,3.125680138480514,,-99,NA,213,1,25,1,4,18-29,Australia/Oceania,,invalid,longstring（straightlining）
4390,AUS,Australia,MEDIUM,1,0,longstring_exceed,0,1,0,0,0,0,0,0,0,0,15.0,3.2241240227403236,,-99,NA,213,1,29,1,4,18-29,Australia/Oceania,,invalid,longstring（straightlining）
4391,AUS,Australia,MEDIUM,1,0,longstring_exceed,0,1,0,0,0,0,0,0,0,0,20.0,3.4422609846964303,,NA,-99,213,1,27,1,4,18-29,Australia/Oceania,,invalid,longstring（straightlining）
4397,AUS,Australia,MEDIUM,1,0,odd_even_low,0,0,0,1,0,0,0,0,0,0,3.0,4.167499405165233,-1.0,"Scientific understanding empowers us to innovate in the technological realm, find workable solutions to real-world issues, and make well-informed choices as individuals and as a society. Usefulness is the glue that binds science and its applications together, and as our understanding of the natural world expands, so might the range of possible applications that spring from it.",NA,213,1,21,1,4,18-29,Australia/Oceania,,valid,
4410,AUS,Australia,MEDIUM,1,0,odd_even_low,0,0,0,1,0,0,0,0,0,0,4.0,6.329672793020862,-0.9191450300180578,NA,It provides a lot of scientific research,213,1,28,1,3,18-29,Australia/Oceania,,valid,
4414,AUS,Australia,MEDIUM,1,0,odd_even_low,0,0,0,1,0,0,0,0,0,0,4.0,4.505800551245228,-1.0,-99,NA,213,1,55,0,4,50-59,Australia/Oceania,,invalid,两题都空
4422,AUS,Australia,MEDIUM,1,0,longstring_exceed,0,1,0,0,0,0,0,0,0,0,13.0,4.357867112156224,0.4472135954999579,People. Benefits from research to improve lives.,NA,213,1,56,0,4,50-59,Australia/Oceania,,invalid,longstring（straightlining）
4430,AUS,Australia,MEDIUM,1,0,odd_even_low,0,0,0,1,0,0,0,0,0,0,3.0,5.046660368141195,-1.0,Science helps us to organise our daily life activities and science also helps us to communicate with others more easily.,NA,213,1,55,0,4,50-59,Australia/Oceania,,valid,
4432,AUS,Australia,MEDIUM,1,0,odd_even_low,0,0,0,1,0,0,0,0,0,0,3.0,4.223887814164187,-1.0,Everybody is benefitted from science in some way or the other,NA,213,1,24,1,3,18-29,Australia/Oceania,,valid,
4436,AUS,Australia,MEDIUM,1,0,longstring_exceed,0,1,0,0,0,0,0,0,0,0,13.0,6.05305831076267,0.4472135954999579,NA,they are trustworthy when they can explain what they are doing and it makes sense or they can show how something works,213,1,58,0,3,50-59,Australia/Oceania,,invalid,longstring（straightlining）
4446,AUS,Australia,MEDIUM,1,0,longstring_exceed,0,1,0,0,0,0,0,0,0,0,15.0,2.8851235934189647,,NA,Validation and proof,213,1,58,0,4,50-59,Australia/Oceania,,invalid,longstring（straightlining）
4448,BGD,Bangladesh,MEDIUM,1,0,longstring_exceed,0,1,0,0,0,0,0,0,0,0,16.0,4.816086990469545,,NA,Science is love. But there is not everthing in the world which can be defined by science. Science and religion two different things.Dont compare them.,213,1,28,0,4,18-29,Asia,,invalid,longstring（straightlining）
4451,BGD,Bangladesh,MEDIUM,1,0,longstring_exceed,0,1,0,0,0,0,0,0,0,0,20.0,3.393227673652327,,NA,The scientist uses all his brain to come up with new researches,213,1,35,1,4,30-39,Asia,,invalid,longstring（straightlining）
4458,BGD,Bangladesh,MEDIUM,1,0,longstring_exceed,0,1,0,0,0,0,0,0,0,0,16.0,4.323764376021729,-0.7071067811865476,"আমি মনে করে বিজ্ঞান থেকে আমি বেশি সবচেয়ে উপকৃত হই কারণ বিজ্ঞান থেকে এমন কিছু নাই যে আমি শিখতে পারিনা।
বিজ্ঞান আমাদের কিছু শিখাচ্ছেন। বিজ্ঞানের মাধ্যমে আমরা অনেক উপকৃত হচ্ছি সারাক্ষণ আমরা ঘরে বসে বিজ্ঞানের মাধ্যমে আমরা মোবাইলের মাধ্যমে দুনিয়ার খবরাখবর দেখতে পাচ্ছি।জানতে পারছি মানুষের মাঝে ছড়াতে পারছি। এখানে মাধ্যমে মানব জীবনের উন্নতি ঘটেছে চিকিৎসা ক্ষেত্রে এর ক্ষেত্রে  কৃষিক্ষেত্রে। এ বিজ্ঞানের মাধ্যমে প্রথমে আমরা আকাশে পর্যন্ত পৌঁছে যেতে সক্ষম হয়েছে। স্যাটেলাইট এর মাধ্যমে আমরা দুনিয়াটাকে পর্যায়ন করতে পারছি যে কোন জায়গায় বসে।

তাই আমার ব্যক্তিগত মতামত হলো পৃথিবীর সকল মানুষের বিজ্ঞানের মাধ্যমে উন্নত হয়েছে।",NA,213,1,24,1,4,18-29,Asia,,invalid,longstring（straightlining）
4459,BGD,Bangladesh,MEDIUM,1,0,longstring_exceed,0,1,0,0,0,0,0,0,0,0,15.0,3.9787677670246566,0.25,"আমরা বিজ্ঞান থেকে বেশি ‍উপকার পাই। 
আমাদের মানব সভ্যতাকে এই সময়ে বিজ্ঞানকে বাদ দিয়ে কল্পনায় করা যায় না। মানব জীবনের প্রতিটা ক্ষেত্রে , প্রতি মুহূর্তে নিত্য নতুন প্রযুক্তি, ডিভাইস , এমনকি খাদ্য উৎপাদনে যে রাসায়নিক সার আমরা ব্যবহার করি সেটা তো বিজ্ঞানের অবদান। এজন্য মানুষেরা বিজ্ঞান থেকে বেশি উপকৃত হয়। ",NA,213,1,34,1,4,30-39,Asia,,invalid,longstring（straightlining）
4469,BGD,Bangladesh,MEDIUM,1,0,mahalanobis_outlier,0,0,1,0,0,0,0,0,0,0,5.0,9.441232068114623,0.25,NA,Research,213,1,22,0,4,18-29,Asia,,valid,
4476,BGD,Bangladesh,MEDIUM,1,0,longstring_exceed,0,1,0,0,0,0,0,0,0,0,16.0,4.185443085165297,,"ছাএ-ছাএীরা।
কারন পড়াশোনা ও চলার পথে বিজ্ঞানভিত্তিক আলোচনা খুবই দরকারি। ",NA,213,1,27,1,4,18-29,Asia,,invalid,longstring（straightlining）
4482,BGD,Bangladesh,MEDIUM,1,0,longstring_exceed,0,1,0,0,0,0,0,0,0,0,16.0,8.278288522792698,0.14959151840135315,NA,"Research, Honesty, Sharing of report makes a scientist trustworthy.",213,1,28,0,4,18-29,Asia,,invalid,longstring（straightlining）
4483,BGD,Bangladesh,MEDIUM,1,0,longstring_exceed,0,1,0,0,0,0,0,0,0,0,19.0,3.706144047851382,,মানুষ। ,NA,213,1,25,1,4,18-29,Asia,,invalid,longstring（straightlining）
4484,BGD,Bangladesh,MEDIUM,1,0,longstring_exceed,0,1,0,0,0,0,0,0,0,0,15.0,2.391732916431019,,NA,When a  scientist researches a lot and gathers lots of information about a topics and then come to the conclusion. Then only people can trust a  scientist. A scientist must be honest and dedicated to his/her work. A scientist must work for the mankind.,213,1,42,1,4,40-49,Asia,,invalid,longstring（straightlining）
4485,BGD,Bangladesh,MEDIUM,1,0,longstring_exceed,0,1,0,0,0,0,0,0,0,0,14.0,2.753615494271073,,people. through utilizing different scientific instrument that help in day to day activities make the life easier.,NA,213,1,37,1,4,30-39,Asia,,invalid,longstring（straightlining）
4495,BGD,Bangladesh,MEDIUM,1,0,longstring_exceed,0,1,0,0,0,0,0,0,0,0,13.0,5.841014465482884,0.5813183589761798,NA,বিষয় ভিত্তিক আলোচনা বিজ্ঞানীকে বিশ্বস্ত করে তোলে।,213,1,31,1,4,30-39,Asia,,invalid,longstring（straightlining）
4499,BGD,Bangladesh,MEDIUM,1,0,longstring_exceed,0,1,0,0,0,0,0,0,0,0,15.0,5.899442227241842,-0.49541508402214945,"মানুষ । কারণ মহান আল্লাহ্ তাআলা পরো পৃথিবী সৃষ্টি করেছেন মানুষ গণের জন্যে ই , তিনি সৃষ্টির শ্রেষ্ট জিব মানুষ কে বানিয়েছেন। আর তার রহমতে মানুষ এই বিজ্ঞান আবিষ্কার করতে পেরেছে ।",NA,213,1,22,0,3,18-29,Asia,,invalid,longstring（straightlining）
4500,BGD,Bangladesh,MEDIUM,1,0,longstring_exceed,0,1,0,0,0,0,0,0,0,0,22.0,7.724660907566578,1.0,"বিজ্ঞান এমন একটি বিষয়, যেটা জানার কোন শেষ নাই। মানব জীবনে বিজ্ঞানের বিষয় অপরিহার্য। ",NA,213,1,25,1,4,18-29,Asia,,invalid,longstring（straightlining）
4503,BGD,Bangladesh,MEDIUM,1,0,longstring_exceed,0,1,0,0,0,0,0,0,0,0,28.0,4.114976856932771,,NA,গবেষণা করে ফলাফল পাওয়া,213,1,40,1,4,40-49,Asia,,invalid,longstring（straightlining）
4505,BGD,Bangladesh,MEDIUM,1,0,longstring_exceed,0,1,0,0,0,0,0,0,0,0,23.0,3.830285284040057,0.6324555320336759,বিজ্ঞান থেকে সবচেয়ে বেশি উপকৃত হয় মানুষ। কারণ বিজ্ঞানই সামনের পৃথিবীতে এগিয়ে যাওয়ার জন্য বেশি দরকার। ,NA,213,1,40,1,4,40-49,Asia,,invalid,longstring（straightlining）
4506,BGD,Bangladesh,MEDIUM,1,0,longstring_exceed,0,1,0,0,0,0,0,0,0,0,25.0,4.1865938986739675,0.3333333333333333,NA,বিজ্ঞান জীবনের অনেক সহজ করে তোলে এটি বিজ্ঞানীকে বিশ্বস্ত করে তোলে,213,1,23,0,4,18-29,Asia,,invalid,longstring（straightlining）
4507,BGD,Bangladesh,MEDIUM,1,0,odd_even_low,0,0,0,1,0,0,0,0,0,0,11.0,4.465497476780556,-1.0,মানুষ এবং পৃথিবী ্,NA,213,1,NA,1,4,NA,Asia,,valid,
4512,BGD,Bangladesh,MEDIUM,1,0,longstring_exceed,0,1,0,0,0,0,0,0,0,0,15.0,3.1432233636720133,0.4472135954999579,NA,সঠিক তথ্যপূর্ণ গবেষণা,213,1,27,0,4,18-29,Asia,,invalid,longstring（straightlining）
4514,BGD,Bangladesh,MEDIUM,1,0,longstring_exceed,0,1,0,0,0,0,0,0,0,0,15.0,3.3244776785988597,,আমি নিজে। কারণ আমি এখন যে সার্ভে তে অংশ গ্রহন করেছি তা শুধু মাত্র বিজ্ঞান এর ফসল।,NA,213,1,21,1,4,18-29,Asia,,invalid,longstring（straightlining）
4518,BGD,Bangladesh,MEDIUM,1,0,longstring_exceed,0,1,0,0,0,0,0,0,0,0,13.0,6.819257265328356,0.6324555320336759,NA,truthfulness .separate from gov. issue.  free voice,213,1,23,1,4,18-29,Asia,,invalid,longstring（straightlining）
4527,BGD,Bangladesh,MEDIUM,1,0,longstring_exceed,0,1,0,0,0,0,0,0,0,0,21.0,4.075715593706607,,"বিজ্ঞান বর্তমান সভ্যতার একটি আধুনিক প্রযুক্তি, এটি সর্বদিক দিয়ে আমাদের পারিপার্শিক উন্নয়ন ঘটেছে তাই প্রতিনিয়ত আমরা বিজ্ঞানের উপরি এ বেশি নির্ভরশীল ",NA,213,1,44,1,4,40-49,Asia,,invalid,longstring（straightlining）
4537,BGD,Bangladesh,MEDIUM,1,0,longstring_exceed,0,1,0,0,0,0,0,0,0,0,16.0,7.47850524890932,0.48488113787642695,NA,ইন্টারনেট,213,1,20,0,4,18-29,Asia,,invalid,longstring（straightlining）
4551,BGD,Bangladesh,MEDIUM,1,0,longstring_exceed,0,1,0,0,0,0,0,0,0,0,15.0,5.961431162801123,0.4472135954999579,All people because science give very important information.,NA,213,1,28,1,4,18-29,Asia,,invalid,longstring（straightlining）
4552,BGD,Bangladesh,MEDIUM,1,0,longstring_exceed,0,1,0,0,0,0,0,0,0,0,15.0,4.46498214056232,-0.4472135954999579,"শিক্ষার্থীগন ্।   কারন   বিজ্ঞান থেকে তারা শিক্ষে এবং বাস্তবে তারা দেশের কল্যাণে কাজ করে যাচ্ছে ।
বিজ্ঞানের ভাষায় প্রকাশ করার মাধ্যমে সমাজের এবং রাষ্ট্রের কল্যানময় ।",NA,213,1,25,1,4,18-29,Asia,,invalid,longstring（straightlining）
4554,BGD,Bangladesh,MEDIUM,1,0,longstring_exceed,0,1,0,0,0,0,0,0,0,0,22.0,3.1752874204997648,,"Absolutely mankind are using various kind of scientific things. Scientists are very much co-operating in every things. Not just mankind there are many kinds of things using through science and examples is environmental develop, streets, animals and many cosmic theory, school, book , pen in every part of our world convenience from science.",NA,213,1,30,0,4,30-39,Asia,,invalid,longstring（straightlining）
4556,BGD,Bangladesh,MEDIUM,1,0,longstring_exceed,0,1,0,0,0,0,0,0,0,0,15.0,4.292005353845446,-0.2,NA,তার নিজের প্রতি আত্মবিশ্বাস ,213,1,23,1,4,18-29,Asia,,invalid,longstring（straightlining）
4563,BGD,Bangladesh,MEDIUM,1,0,longstring_exceed,0,1,0,0,0,0,0,0,0,0,13.0,5.347810445691679,0.29250896965085227,NA,Practical experience ,213,1,28,0,4,18-29,Asia,,invalid,longstring（straightlining）
4564,BGD,Bangladesh,MEDIUM,1,0,longstring_exceed,0,1,0,0,0,0,0,0,0,0,14.0,3.9891344840038863,,NA,"I think there are three bases central to assessing scientific expertise for trustworthiness: 1) the presence of expertise, 2) the engagement of the expert in a well-functioning expert community and 3) the sharing of values with the public.",213,1,30,1,4,30-39,Asia,,invalid,longstring（straightlining）
4565,BGD,Bangladesh,MEDIUM,1,0,longstring_exceed,0,1,0,0,0,0,0,0,0,0,15.0,3.595799740634239,,NA,একজন বিজ্ঞানীকে বিশ্বস্ত করে তোলে তার আবিস্কার যেটা জনকল্যাণ কর,213,1,29,1,4,18-29,Asia,,invalid,longstring（straightlining）
4572,BGD,Bangladesh,MEDIUM,1,0,longstring_exceed,0,1,0,0,0,0,0,0,0,0,15.0,4.418684648942468,0.7071067811865476,"যে বিজ্ঞান ভালবাসে, কারন সে খুব সহজে বিজ্ঞানের নতুন ধারা গ্রহন করতে পারে",NA,213,1,28,1,4,18-29,Asia,,invalid,longstring（straightlining）
4574,BGD,Bangladesh,MEDIUM,1,0,longstring_exceed,0,1,0,0,0,0,0,0,0,0,28.0,5.486004194192188,0.29277002188455997,"বিজ্ঞান থেকে আমরা সাধারণ জনগনই বেশি উপকৃত হই। কারণ বর্তমান পারিপার্শ্বিক কাজেই বিজ্ঞানই আমাদের নিত্য সঙ্গী। উদাহরণ হিসেবে মোবাইল, ইন্টারনেট এগুলো ছাড়া আমরা অচল।",NA,213,1,34,1,3,30-39,Asia,,invalid,longstring（straightlining）
4582,BGD,Bangladesh,MEDIUM,1,0,longstring_exceed,0,1,0,0,0,0,0,0,0,0,19.0,4.773433150339206,,NA,A scientist must have self confidence & Intellectual mind.,213,1,21,0,4,18-29,Asia,,invalid,longstring（straightlining）
4584,BGD,Bangladesh,MEDIUM,1,0,longstring_exceed,0,1,0,0,0,0,0,0,0,0,16.0,5.44058483125027,0.7938841860374447,"We all are benefited, older, younger, also babies, we have learned so much from science,, now a day we cannot live without science, ",NA,213,1,28,0,3,18-29,Asia,,invalid,longstring（straightlining）
4592,BGD,Bangladesh,MEDIUM,1,0,longstring_exceed,0,1,0,0,0,0,0,0,0,0,20.0,5.203369772583788,,NA,"Without any proof, science doesn't trust anything. ",213,1,24,0,3,18-29,Asia,,invalid,longstring（straightlining）
4593,BGD,Bangladesh,MEDIUM,1,0,longstring_exceed,0,1,0,0,0,0,0,0,0,0,15.0,3.128595376166383,-0.2,General people are very much benifited with science. Becuase whenever any thing new invented through science its always for the help of people,NA,213,1,22,1,4,18-29,Asia,,invalid,longstring（straightlining）
4596,BGD,Bangladesh,MEDIUM,1,0,longstring_exceed,0,1,0,0,0,0,0,0,0,0,13.0,3.2912686725176776,,NA,"When Sharing Their Work in Online Videos, social media, etc.",213,1,45,1,4,40-49,Asia,,invalid,longstring（straightlining）
4598,BGD,Bangladesh,MEDIUM,1,0,longstring_exceed,0,1,0,0,0,0,0,0,0,0,15.0,2.6970969227698656,,NA,Research  &Result ,213,1,75,1,4,60+,Asia,,invalid,longstring（straightlining）
4604,BGD,Bangladesh,MEDIUM,1,0,odd_even_low,0,0,0,1,0,0,0,0,0,0,7.0,4.849126621274623,-0.8783100656536799,NA,Evidence of practical experience makes a scientist to justify things.,213,1,48,1,4,40-49,Asia,,valid,
4611,BGD,Bangladesh,MEDIUM,1,0,longstring_exceed,0,1,0,0,0,0,0,0,0,0,22.0,4.0882153037005855,,NA,সব বিষয়ে ,213,1,NA,0,3,NA,Asia,,invalid,longstring（straightlining）
4614,BGD,Bangladesh,MEDIUM,1,0,longstring_exceed,0,1,0,0,0,0,0,0,0,0,26.0,4.114976856932771,,People's are very satisfied with science. Because it is a very helpful way in our digitalization.,NA,213,1,40,0,4,40-49,Asia,,invalid,longstring（straightlining）
4621,BGD,Bangladesh,MEDIUM,1,0,longstring_exceed,0,1,0,0,0,0,0,0,0,0,17.0,4.630597746433406,0.6324555320336759,"Science is most useful for people. They are intelligent and sometimes lazy. Science makes our life easier, which can affect our daily life. Moreover, people use it for their issues, and they can benefit. This benefit is only sometimes good. If we use science, it should be used for good things.",NA,213,1,34,0,4,30-39,Asia,,invalid,longstring（straightlining）
4625,BGD,Bangladesh,MEDIUM,1,0,longstring_exceed,0,1,0,0,0,0,0,0,0,0,15.0,2.828151734826414,,General people. Because those new information is helpful for all.,NA,213,1,23,0,3,18-29,Asia,,invalid,longstring（straightlining）
4632,BGD,Bangladesh,MEDIUM,1,0,longstring_exceed,0,1,0,0,0,0,0,0,0,0,26.0,3.905073334101012,,NA,মেদা এবং ঙ্ঘান,213,1,41,0,4,40-49,Asia,,invalid,longstring（straightlining）
4634,BGD,Bangladesh,MEDIUM,1,0,longstring_exceed,0,1,0,0,0,0,0,0,0,0,13.0,4.472258935630783,0.7071067811865476,বিজ্ঞান দরিদ্রদের চেয়ে ধনী ব্যক্তিদের বেশি উপকৃত করে কারণ গবেষণা এজেন্ডাগুলি প্রকাশ্য এবং অদৃশ্য উভয় উপায়ে ক্ষমতাসীন গোষ্ঠীগুলি দ্বারা প্রকাশ্য মূল্যবোধ এবং বৃহত্তর সামাজিক সুবিধার উপর উন্মুক্ত বিতর্ক ছাড়াই তৈরি করা হয়।,NA,213,1,42,0,4,40-49,Asia,,invalid,longstring（straightlining）
4640,BGD,Bangladesh,MEDIUM,1,0,longstring_exceed,0,1,0,0,0,0,0,0,0,0,16.0,6.9533061416995405,-0.7745966692414834,বিজ্ঞান থেকে মানুষ উপকৃত হয়। কিন্তু প্রকৃতি ধ্বংস হয়।,NA,213,1,42,0,4,40-49,Asia,,invalid,longstring（straightlining）
4641,BGD,Bangladesh,MEDIUM,1,0,longstring_exceed,0,1,0,0,0,0,0,0,0,0,15.0,3.461481802415856,,"বিজ্ঞান থেকে পৃথিবীতে মানুষেরাই সবচেয়ে বেশি উপকৃত হয়।কারন বিজ্ঞানের সকল আশীর্বাদ মানুষেরা উপভোগ করে
",NA,213,1,32,0,4,30-39,Asia,,invalid,longstring（straightlining）
4643,BGD,Bangladesh,MEDIUM,1,0,longstring_exceed,0,1,0,0,0,0,0,0,0,0,14.0,4.971288404994418,0.26111648393354675,"Science is Good for all, But Depend is who use what purpose. some people use for her goodness and some people use bad ness. Overall science is good for everyone If we seen it positively.  ",NA,213,1,50,1,4,50-59,Asia,,invalid,longstring（straightlining）
4645,BGD,Bangladesh,MEDIUM,1,0,longstring_exceed,0,1,0,0,0,0,0,0,0,0,16.0,5.954652301040951,0.6324555320336759,NA,"Research of science, Logic of science, proof of science.",213,1,43,1,4,40-49,Asia,,invalid,longstring（straightlining）
4646,BGD,Bangladesh,MEDIUM,1,0,longstring_exceed,0,1,0,0,0,0,0,0,0,0,15.0,5.937791668165983,-0.08304547985373997,"Human, because only human can proper practice on science.",NA,213,1,52,1,4,50-59,Asia,,invalid,longstring（straightlining）
4647,BGD,Bangladesh,MEDIUM,1,0,longstring_exceed,0,1,0,0,0,0,0,0,0,0,15.0,5.754598485370858,-0.4,Today we are benefited by science in communication. Where we are using hand written letter and get another side letter after month. Now we are using messenger and get other side our relative or other in a moment with video talking.,NA,213,1,54,1,4,50-59,Asia,,invalid,longstring（straightlining）
4652,BGD,Bangladesh,MEDIUM,1,0,longstring_exceed,0,1,0,0,0,0,0,0,0,0,23.0,5.843247593651585,-0.08304547985373997,দেশ এবং জাতি,NA,213,1,42,1,4,40-49,Asia,,invalid,longstring（straightlining）
4655,BGD,Bangladesh,MEDIUM,1,0,longstring_exceed,0,1,0,0,0,0,0,0,0,0,14.0,6.377187313530772,0.6324555320336759,"আমি মনে করি বিজ্ঞান থেকে সকলেই কম বেশি উপকৃত হচ্ছে। এর সুফল নিজের জানাতে অজান্তেই আমি ভোগ করছে, তবে প্রতি জিনিস এর জেনোম উপকার ও উপকার রয়েছে তেমনি বিজ্ঞান এর ও রয়েছে।  এটা  আপনার উপর আপনি কিভাবে এটাকে ব্যবহার  করতে চান। বিজ্ঞান ছাড়া আমরা এখন একটি মুহূর্ত চিন্তা করতে পারি না ছোট থেকে বোরো সবাই কোনো না কোনো ভাবে বিজ্ঞান এর উপর নির্ভরশীল। 

যারা বিজ্ঞান এর আবিষ্কারক ও উদ্ভাবন নিয়ে কাজ করেন তারাজদি এমন কিছু করতেপারেন যেমন সাধারণ মানুষ যখন তা ব্যবহার  করে তা যেন পর্যবেক্ষণ করা যায়।  যাতে কেউ তা অপব্যবহার করলে তা প্রতিহত করা যায়। 

পরিশেষে বলতে চাই বিজ্ঞান ও প্রযুক্তি মানব জীবনে আশীর্বাদ স্বরূপ যতক্ষণ তা ভালো কাজে ব্যবহার হচ্ছে।",NA,213,1,41,1,4,40-49,Asia,,invalid,longstring（straightlining）
4657,BGD,Bangladesh,MEDIUM,1,0,longstring_exceed,0,1,0,0,0,0,0,0,0,0,15.0,4.57368580077963,-0.5570860145311557,NA,"গবেষণার ধরণ,অভিজ্ঞতা,",213,1,34,0,4,30-39,Asia,,invalid,longstring（straightlining）
4658,BGD,Bangladesh,MEDIUM,1,0,longstring_exceed,0,1,0,0,0,0,0,0,0,0,13.0,5.481581806372869,0.0,"It's the general people who gets the most benefits from the science. Because, most of the scientific inventions included, airplane, telephone, medicines are mainly beneficial for the general people. General people does not invent most of things that they use but scientists do. So, Science is beneficial for all, especially for the general people.",NA,213,1,36,1,4,30-39,Asia,,invalid,longstring（straightlining）
4659,BGD,Bangladesh,MEDIUM,1,0,longstring_exceed,0,1,0,0,0,0,0,0,0,0,13.0,3.6754645039330627,-0.2,NA,Proper Research and successful experiment.,213,1,49,1,4,40-49,Asia,,invalid,longstring（straightlining）
4664,BGD,Bangladesh,MEDIUM,1,0,longstring_exceed,0,1,0,0,0,0,0,0,0,0,19.0,4.1388884201694465,,NA,Sincentific prove.,213,1,28,0,4,18-29,Asia,,invalid,longstring（straightlining）
4666,BGD,Bangladesh,MEDIUM,1,0,longstring_exceed,0,1,0,0,0,0,0,0,0,0,15.0,5.687114349364787,-0.08304547985373997,"Reduce Global Warming to use Green climate products, behavior, etc. There are lots of Renewable resource like solar energy, seaweed cultivation, reduce CH4 use etc.  ",NA,213,1,53,1,4,50-59,Asia,,invalid,longstring（straightlining）
4671,BGD,Bangladesh,MEDIUM,1,0,longstring_exceed,0,1,0,0,0,0,0,0,0,0,15.0,4.71498297357936,,NA,কোন বিষয়ের ধারনা নিয়ে তারউপর গবেষনা করে একটা ফলাফল বের করা।,213,1,42,1,3,40-49,Asia,,invalid,longstring（straightlining）
4676,BGD,Bangladesh,MEDIUM,1,0,longstring_exceed,0,1,0,0,0,0,0,0,0,0,15.0,4.326825983002735,0.6324555320336759,We human get more benefits than any other animals. The science makes our life easier and smoother.,NA,213,1,30,0,4,30-39,Asia,,invalid,longstring（straightlining）
4679,BGD,Bangladesh,MEDIUM,1,0,longstring_exceed,0,1,0,0,0,0,0,0,0,0,20.0,5.935077587209605,0.0,বিজ্ঞান থেকে আমরা সবাই উপকৃত হই।বিজ্ঞান আমাদের সবকিছুতেই জড়িত। বিজ্ঞান ছাড়া আজকের দিনে কোন কাজ কল্পনা করা যায় না।বিজ্ঞান কে কাজে লাগিয়ে আমরা ধাপে ধাপে এগিয়ে যাচ্ছি ,NA,213,1,31,0,4,30-39,Asia,,invalid,longstring（straightlining）
4680,BGD,Bangladesh,MEDIUM,1,0,longstring_exceed,0,1,0,0,0,0,0,0,0,0,15.0,3.60359804272893,,"we get information about, finance, business, food, energy, and weather. ",NA,213,1,40,1,4,40-49,Asia,,invalid,longstring（straightlining）
4683,BGD,Bangladesh,MEDIUM,1,0,longstring_exceed,0,1,0,0,0,0,0,0,0,0,15.0,4.05817274748422,,NA,We should concern about global warming and should take necessary steps.,213,1,32,1,4,30-39,Asia,,invalid,longstring（straightlining）
4685,BGD,Bangladesh,MEDIUM,1,0,longstring_exceed,0,1,0,0,0,0,0,0,0,0,16.0,6.25652875571261,0.31028580141904544,NA,"গবেষণা, প্ররিশ্রম",213,1,40,1,3,40-49,Asia,,invalid,longstring（straightlining）
4686,BGD,Bangladesh,MEDIUM,1,0,longstring_exceed,0,1,0,0,0,0,0,0,0,0,13.0,3.905510074864887,,বিজ্ঞান থেকে কম-বেশি সব মানুষই উপকৃত হয়। উদ্ভিদ ও প্রাণী উপকৃত হয়। বলতে গেলে আমাদের এ সৌরজগত বা অন্য কোনো সৌরজগতের সব কিছুই বিজ্ঞানের দ্বারা উপকৃত হয়। ,NA,213,1,52,1,4,50-59,Asia,,invalid,longstring（straightlining）
4692,BGD,Bangladesh,MEDIUM,1,0,longstring_exceed,0,1,0,0,0,0,0,0,0,0,16.0,3.8330880448574227,,NA,Research,213,1,40,0,4,40-49,Asia,,invalid,longstring（straightlining）
4694,BGD,Bangladesh,MEDIUM,1,0,longstring_exceed,0,1,0,0,0,0,0,0,0,0,15.0,4.739910133267249,0.3779644730092272,"বিজ্ঞান থেকে মানব জাতি সব চেয়ে বেশি উপকৃত হয়েছে। জন্ম থেকে শুরু করে, খাদ্য, শিক্ষা, চিকিৎসা সর্বক্ষেত্রে অভুতপুর্ব সাফল্য অর্জন কেবল মাত্র বিজ্ঞানের কল্যাণে এসেছে। এক কথায় বিজ্ঞান ছাড়া বর্তমান বিশ্ব কল্পনা করাই যায় না।",NA,213,1,33,0,4,30-39,Asia,,invalid,longstring（straightlining）
