row_id,COUNTRY_CODE,signal,BENEFIT_OPEN,TRUST_OPEN,decision,reason
26768,GRC,OE,Ο κόσμος επειδη μας πληροφορεί για σημαντικά πράγματα που πρεπει να γνωρίζουμε,,valid,
26945,IRL,OE,,Proff of what they say,valid,
26970,SVN,MD,Nic od nasterega,,valid,
27098,DEU,OE,Weiß nicht,,valid,
27102,DEU,OE,,kann ich nicht beurteilen,valid,
27475,GRC,OE,Δε ξέρω,,valid,
27551,IRL,MD,Scientists because they can find new science things,,valid,
27567,SVN,OE,"Od znanosti kot procesa imamo največ koristi ljudje, saj nam olajša življenje.",,valid,
27644,DEU,MD,Das Land und das Volk,,valid,
27718,DEU,OE,Ja,,valid,
27773,DEU,MD,"politik, weil sie es ausnutzen kann um innovativ zu verhindern um mehr geld zu verdienen",,valid,
27835,DEU,OE,Der Kassierer ist es in Ordnung und ich habe die E-Mail von Frau Fütterer und dann ist das okay und die sagten das,,valid,
27884,DEU,MD,dsfbsdh dsgrewt fdhdsrztw eqwet er hngdh,,valid,
28107,DEU,OE,,sehr gut,valid,
28502,DEU,OE,youtube wenn dass ein Zuverlaessige Programm ist,,valid,
28633,DEU,OE,Die Wissenschaftler und und das Umfeld,,valid,
28695,DEU,OE,"Die Menschen, vielleicht denken die dann mal richtig nach und laufen nicht irgendwelchen Politikern oder influencer nach",,valid,
28829,DEU,OE,Die Menschen. Vorausgesetzt die Wissenschaft wird mit ihnen geteilt. Dann profitieren alle von neuen Erkenntnissen,,valid,
28879,DEU,OE,"die Wirtschaft einhergehend die wissenschaftlichen Institute selbst und die Öffentlichkeit,-",,valid,
28935,SVN,OE,,Niso vredni zaupanja ker se prodajo.,valid,
28951,DEU,OE,Die Wissenschaftler,,valid,
29126,FIN,OE,,"Toistokokeet, vertaisarviointi",valid,
29151,DEU,OE,ich weiss nicht so genau,,valid,
29233,DEU,OE,Ärzte und die Gesundheitsindustrie. Krankheitsbekämpfung und Pharmazie,,valid,
29259,DEU,MD,die Menschheit,,valid,
29285,DEU,MD,"Ich denke, jeder profitiert von der Wissenschaft",,valid,
29408,NLD,OE,,is gecontroleerd,valid,
29428,NLD,MD,De wetenschap,,valid,
29442,DEU,OE,"Jeder, Menschen die ihre Fragen gerne beantwortet hätten, neue Erkenntnisse",,valid,
29486,DEU,OE,Die  bürger,,valid,
29570,DEU,OE,,Eine gute Reputation.,valid,
29739,NLD,MD,Niemand,,valid,
29922,DEU,OE,,"Wenn seine Aussagen durch Fakten untermauert werden können. Wenn er nicht ständig seine Meinung ändert, ohne dass Fakten das untermauern. Wenn der Wissenschaftler sich nicht zu sehr einer politischen Gruppe zuordnet",valid,
30057,DEU,OE,"Die Menschen und allgemein die Nachkommen, weil die Entwicklung immer weiter ist. Die Medizin und die Forschungen sind halt schon sehr fortgeschritten.",,valid,
30073,DEU,OE,,das er sich an die vorgegebenen Prozesse handelt und fundiert arbeitet.,valid,
30104,DEU,OE,"Wissenschaftler,Politiker",,valid,
30140,DEU,MD,ich habe keine Meínung dzau,,valid,
30262,DEU,OE,"Allgemein und oberflächlich gesagt profitiert am Ende der Mensch von Wissenschaft, wenn man zum Beispiel durch Forschungen an neue Erkenntnisse gelangt, die das Leben erleichtern würden. Dann gibt es wiederum Bereiche, die stärker als andere profitieren. Zum Beispiel der Wirtschaftssektor, um möglichst innovativ zu bleiben",,valid,
30319,NLD,OE,Dat mensen gaan nadenken en in beweging blijven rondom wetenschap.,,valid,
30388,DEU,OE,,"Argumente und Begründungen, fundierte Ausbildung",valid,
30409,DEU,MD,"Im Prinzip profitiert die ganze Bevölkerung früher oder später. Zunächst reiche, danach das Durchschnittsvolk und zu letzt Arme.",,valid,
30435,NLD,OE,"De overheid, daar wordt bepaald wat kan of niet",,valid,
30465,DEU,MD,,,invalid,两题都空
30580,DEU,OE,,Das er immer nach der Wahrheit sucht und das beste für die Gesellschaft will,valid,
30680,DEU,OE,"Die Menschheit im allgemeinen! Die Industrie, der Handel, alle Lebensbereiche, die Tiere die Infrastruktur.. alkes und alkes profitiert davon",,valid,
30684,DEU,OE,Die arbeitnehmer und in der folge alle menschen und nicht nur einige wenige,,valid,
30888,DEU,OE,,,invalid,两题都空
31131,DEU,MD,Die Leser die diese Wissenschaftlichen Erkenntnisse weiterspinnen,,valid,
32142,DEU,MD,,,invalid,两题都空
32205,DEU,OE,Alle Menschen. Grundlagenforschung führt zu neuen Produkten für alle.,,valid,
32218,GRC,OE,,να μην κρύβει καινούργιες εξελίξεις από το κοινό,valid,
32379,DEU,MD,k.A.,,valid,
32465,DEU,MD,Die industrie,,valid,
32542,DEU,OE,,"Signifikante Fakten, die mehrfach bewiesen und geprüft sind von Dritter Stelle",valid,
32555,DEU,OE,die pharmazeutische Industrie,,valid,
32597,DEU,OE,,neutral zu sein,valid,
32602,DEU,OE,,...,invalid,T:重复单字符
32657,DEU,OE,,Wenn es belegbar ist und mich das Thema interreligiösen dann fange ich an weitere Fagen zu stellen.,valid,
32697,DEU,MD,,Keine Ahnung,valid,
32784,DEU,OE,,Seine Aussage,valid,
32810,DEU,OE,,wenn er unabhängig von medien und politik ist,valid,
33030,GRC,MD,Οι νέοι,,valid,
33051,GRC,OE,,οι γνώσεις και τα ερευνητικά προγράμματα που έχει συμμετάσχει,valid,
33069,GRC,MD,Όλοι μας,,valid,
33457,GRC,OE,,"Η βαθιά γνώση του αντικειμένου που έχει σπουδάσει, η συνεχής αναζήτηση, η ειλικρίνεια, να μην εξυπηρετεί συμφέροντα άλλων.",valid,
33708,GRC,OE,οι βιομηχανίες φαρμάκων προφανώς για το κέρδος,,valid,
33809,DEU,OE,,Nachvollziehbare Ergebnisse,valid,
33857,NLD,MD,,vertel ons echte informatie,valid,
33867,NLD,OE,nvt,,invalid,B:无元音乱敲
33932,DEU,OE,"Militär Industrie
Automobil Industrie
Andere Wissenschaftler, weil sie weiter forschen können.
Pharmaindustrie
Zum Schluss der Endverbraucher",,valid,
33960,DEU,OE,"Es profitieren alle von der Wissenschaft, denn mit vielen Wissenschaftlichen Entdeckungen wird jedem etwas erleichtert",,valid,
33995,GRC,MD,δεν γνωρίζω μάλλον ο τσικαβινκοβ,,valid,
34178,DEU,MD,,Ja,valid,
34273,DEU,MD,,Seine Quellen und Beweise,valid,
34316,NLD,OE,Iedereen. Wetenschap zorgt voor vernieuwing en verdieping. Zorgt voor inzicht in ons bestaan.,,valid,
34322,DEU,MD,Es ist si,,valid,
34357,DEU,OE,,sehr gut,valid,
34502,AUT,OE,,Dass er sich langfristig mit einer Sache beschäftigt und auch andere Meinungen berücksichtigt. Weiters sich mit nachhaltigen Dingen zu beschäftigen.,valid,
34549,DEU,MD,"Am meisten profitieren Firmen, die dadurch enorme Gewinne erzielen.",,valid,
34599,DEU,OE,,"Wenn er/sie sich umfassend mit der Thematik auskennt, mehrere Sichtweisen in Betracht zieht und sich nicht von Populismus und Querdenkern beeinflussen lässt.",valid,
34658,DEU,OE,,Thesen Aufstellung und Überprüfung,valid,
34665,DEU,MD,Die reichen,,valid,
34715,DEU,OE,"Wir Menschen profitieren allgemein von der Wissenschaft, da sie uns in vielerlei Hinsicht weiterbringt und uns offene Fragen beantwortet die uns als Menschheit weiterbringen.",,valid,
34758,AUT,OE,"Wissensprofit vor allem für Studierende aber finanzielles Profit oft Konzerne, kleine Gruppen. Wissenschaft wird leider oft missbraucht für Macht und Geld, sodass das eigentliche Interesse verloren geht",,valid,
34908,FRA,OE,,Lorsque le résultat s'avère vrai,valid,
34925,FRA,OE,Tout le monde,,valid,
34932,FRA,MD,Je ne sais pas du tout,,valid,
35037,FRA,OE,Les étudiants peuvent acquérir plus de connaissances,,valid,
35319,NLD,MD,De geneeskunde omdat deze steeds meer te weten.komen wat betreft ziektes en oorzaken de patiënten gaan nu naar het buitenland omdat ze bepaalde onderzoeken hier in Nederland niet kunnen,,valid,
35493,FRA,OE,,Rien car j'ai bien vu depuis 2020 que ce sont que des cassos,valid,
35521,FRA,MD,Et qui,,valid,
35537,FRA,OE,,Ses compétences,valid,
35698,FRA,MD,,Très bien,valid,
35701,AUT,OE,"Gesellschaft, da Wissenschaft das Potenzial von Innovationen hat",,valid,
35728,FRA,OE,"Selon moi, la science bénéficie dans un premier temps aux personnes qui ont les moyens, les solutions scientifiques sont d'abord coûteuses. Puis elles se démocratisent ensuite et la majorité peut en bénéficier.",,valid,
35807,AUT,MD,Alle,,valid,
35809,AUT,MD,ne,,invalid,B:泛词
36014,FRA,OE,D'après moi ce sont les gens qui ont les moyens d'y avoir accès et donc de l'utiliser ou non comme eux le souhaitent et l'entendent,,valid,
36072,AUT,MD,,Nix,valid,
36221,AUT,OE,"Die gesamte Mensch profitiert von der Wissenschaft. Man kann nie genug Wissen anhäufen und je mehr wir wissen desto besser kann man Dinge verstehen, beurteilen, einordnen, fördern, bekämpfen usw.",,valid,
36251,AUT,OE,,Wissenschaft ist die Zukunft,valid,
36277,AUT,OE,Konzerne,,valid,
36746,FRA,MD,Vjkkk,,invalid,B:短无元音
36820,FRA,MD,JE NE SAIS PAS,,valid,
37074,FRA,MD,Les pays riches et les gens qui les gouvernement.  Les scientifiques et leurs employés  Les étudiants en sciences  Les chercheurs  Les écologistes  Les protecteurs des animaux et de la nature  Les astraunautes  Les chimistes Les prix Nobel  Et j'aime à croire notre jeunesse  Les politiques  Les industriels  Le gouvernement  Et puis aussi le peuple a son niveau  Les créateurs de produits phytosanitaire  Les laboratoires pharmaceutique  Le recyclage des produits sanitaires  Le recyclage des batteries électriques des véhicules futures Le recyclage propre de l uranium Supprimer les centrales nucléaire si pas de nouvelles façon de recycler l uranium que l enfouissement  Arrêter de changer de portable aussi souvent  Protégé les ressources terrestre tels que les métaux rare  Protégé les animaux en voie de disparition  Créer des batteries pour voitures électriques durable (la vie de la voiture),,valid,
37352,FRA,OE,,"sa formation, son cursus professionnel",valid,
37378,FRA,OE,,Je ne sais pas,valid,
37405,FRA,MD,Les aduktes,,valid,
37528,AUT,MD,Die Politik,,valid,
37569,AUT,MD,Alle,,valid,
37598,SVK,OE,"Veda najviac prospieva ľuďom, vďaka vede je svet rýchlejším, kompaktnejším , bezpečnejším",,valid,
37705,SVK,OE,,Ak má vedec preukazatelný dôkaz alebo výsledky.,valid,
37786,SVK,MD,Ludom,,valid,
37877,SVK,MD,Všetkým,,valid,
38054,SVK,OE,,Zucastnenie sa na výskumoch,valid,
38177,NLD,MD,Jongens en mijsies,,valid,
38213,NLD,OE,,Dat het onderbouwd is net feiten,valid,
38234,NLD,MD,,"Zijn rechten, leeftijd, kracht, complete plaatje van zijn loopbaan",valid,
38254,GRC,OE,Όλος ο κόσμος,,valid,
38331,NLD,MD,,Als hij toe geeft niet alles te weten,valid,
38385,NLD,OE,De medische wereld,,valid,
38486,GRC,OE,,"Αξιόπιστος επιστήμονας είναι αυτός που θα εφαρμοσει την επιστήμη του για καλό σκοπό
Και όχι για την εξολόθρευση του πληθυσμού",valid,
38531,GRC,MD,Το κράτος,,valid,
38785,PRT,MD,A sociedade com o avanço tecnológico e correcção de erros de comportamentos anti-ambiente,"Na teoria, currículo",valid,
38897,PRT,OE,"Acho que todos. Sem ciência não há conhecimento, não há desenvolvimento, não há respostas.",Provas concretas,valid,
38963,PRT,MD,Todos,Boas ciências,valid,
38989,PRT,MD,Cientistas,Experiência,valid,
39082,GBR,MD,I don't have benefits,,valid,
39109,GBR,OE,,Reliable and knowledgeable,valid,
39172,GBR,MD,Guv,,valid,
39236,GBR,OE,Mankind in general,,valid,
39240,GBR,MD,"Science is the future and what makes us, us. Also through science that how we have survived in covid medicine, cures for cancer and other deadly diseases. Also because of science I can complete this survey and we have put a man on the moon so what is next for science?",,valid,
39244,GBR,OE,,Factual scientific proof and findings.,valid,
39308,GBR,OE,,Because it's always about the reality.,valid,
39429,GBR,MD,Everyone because scientific research and studies help the world advance,,valid,
39434,GBR,MD,No,,valid,
39451,GBR,MD,,Dbdbdb dbdbdb,valid,
39553,GBR,MD,,Logic,valid,
39620,GBR,OE,"Society in general. I believe the rigorous pursuit of truth is a good thing. Of course, scientists have their biases and their paymasters, but empirical evidence is more trustworthy.",,valid,
39695,GBR,OE,0,,invalid,B:单字符
39814,GBR,OE,,It is the trust of all that makes scientists trustworthy.,valid,
39818,GBR,OE,I think humans who suffer from medical issues benefit from science the most as it is used to help treat them,,valid,
40010,GBR,MD,,Nothing actually,valid,
40397,GBR,OE,"I think children and future generations benefit the most from science and scientific advances, although I believe the population as a whole benefits from scientific advances, especially in the medical field.",,valid,
40613,GBR,OE,Society eventually benefits from science. Science promotes learning and understanding which is mostly of benefit to evolving mankind's knowledge base.,,valid,
40706,GBR,OE,I think the whole world benefits from science. It increases our understanding of current situations and can also give us solutions or ways to prevent negative outcomes.,,valid,
40735,GBR,OE,,IF THEY HAVE STUDIED THE SUBJECT in depth so they know what they are talking about.,valid,
40905,GBR,MD,I think society as a whole benefits from science we would not be where we are without it. It dictates our whole lives,,valid,
41221,GEO,MD,Gffhh,,invalid,B:短无元音
41241,GEO,OE,Никогда не сталкивалась с этим издательством,,valid,
41292,GEO,MD,,Kaliteli,valid,
41336,GEO,OE,От науки больше выигрывает определенная группа людей целью которой является управление человеческим ресурсом. Для них научные знания это средство управления.,,valid,
41398,GEO,MD,,"К науке отношусь положительно, к ученным тоже. Наука не стоит на месте и это хорошо.",valid,
41466,GEO,OE,транскампании они курируют науку в нужном им направлении,,valid,
41587,GHA,MD,Children and women,,valid,
41678,GHA,OE,"Those that are willing to participate in it knowledgeably. By this, I don't mean individuals that use science and technology ignorantly but those that use it knowledgeably and to their advantage. It doesn't have to be a full blown research but little things that could be used to improve our lives on a daily basis.",,valid,
41835,GHA,MD,"I believe every living being benefits from science.my reasons are:- you will agree with me that in the global today everything is being controlled by science from the food we eat, clothings, health and well-being,electronics etc.lets talk about health for Instance, before when science has not been so much on a known, people die carelessly e.g in olden days when there is nothing like dialysis machine people die of a kidney disease so fast.Lets come to technology, when there was no telephones people suffered to convey their messages, when there was no electricity people suffered in darkness, when there was no radio and television sets people lived with lack of informations alot I can say about science. Infact science is the best thing that happened to world.",,valid,
41918,GHA,MD,"The rich 
Because they have money to attend good science school",,valid,
41964,GHA,OE,,Churning the right facts devoid of agenda even if his findings are contrary to the status quo,valid,
42041,GHA,OE,"The human being, because it helps us to know a lot about our environment",,valid,
42202,HKG,MD,,为弱势群体争取应有的权利。,valid,
42234,HKG,OE,市民,,valid,
42270,HKG,MD,,,invalid,两题都空
42293,HKG,OE,人類 因為令生活更方便,,valid,
42506,HKG,OE,,探討深入程度,valid,
42567,HKG,OE,no,,valid,
42844,HUN,MD,"Nem tudom kinek származik haszna,de sokan a tudományra hivatkozva lop,csal,hazudik",,valid,
42931,HUN,MD,,Ha bizonyítja a tevékenységét,valid,
42986,HUN,OE,,A tudásáról. Amit át tud adni más emberek számára.,valid,
43002,HUN,OE,"Minden embernek , kivétel a hadi tudományok. Ezeket sajnos sokszor emberiség elleni bűncselekmények én használják fel.",,valid,
43014,HUN,OE,,"Az általa publikált tanulmányoktól, azokat milyen kísérletek támasztják alá.",valid,
43047,HUN,MD,"Szerény meglátásom szerint, a történelem folyamán bármit is feltaláltak, előbb vagy utóbb rossz kezekbe került a tudás. Nem feltétlen pozitív oldalát használták, ha igen, pár évtizeddel később beszüntették ilyen-olyan okkal. Biztos nem mindenre igaz és az is biztos, hogy a tudósok vitatkoznak mindenen. Ez jó, hiszen más szemszög, más kísérlet, hely stb, csak inkább dolgoznának össze és ne egymás ellen lennének. A tudomány nem verseny.",,valid,
43258,IDN,OE,,Ilmuwan dapat dipercaya karena pemikiran dan temuan-temuannya menghasilkan manfaat yang nyata untuk kehidupan.,valid,
43427,IDN,MD,,Menemukan sesuatu untuk kebaikan dengan proses uji coba yang terbukti baik dengan maksud dan tujuan penyelamatan dan dibagikan kepada yang membutuhkan dan ada pemulihan sehingga ilmuwan itu dapat dipercaya,valid,
43435,IDN,OE,"Manusia... Untuk menambah kualitas diri, pengetahuan dll",,valid,
43460,IDN,MD,Masyarakat umumnya yang paling diuntungkan karena akan menambah kemampuan dan menjadi lebih pandai serta bijak jika menghadapi masalah sesuai dgn ilmu tersebut dan bermanfaat bagi pemerintaj karena rakyatnya semakin pintar dan bijak.,,valid,
43593,IDN,MD,"Negara tempat para ilmuwan mengadakan penelitian, karena akan menguntungkan untuk pertama kalinya sebelum dipublikasikan",,valid,
43661,IDN,OE,,Memenuhi janjinya,valid,
43675,IDN,OE,"Ilmuan,karena ilmuan dapat mempredkisi sesuatu yang orang awam tidak tahu",,valid,
43750,IDN,MD,si pembuat ilmu karena dialah yang mendapatkan manfaat terbesar dari ilmu yang dia temukan,,valid,
43794,IDN,OE,,dapat dipercaya karna ilmu dan hasil karya ciptaannya bisa kita pakai dalam kegiatan sehari hari dan bisa diterapkan dalam berbagai solusi di lingkungan,valid,
43859,IDN,OE,Kita semua,,valid,
43916,IDN,OE,Kita semua,,valid,
44152,IDN,OE,Industri kesehatan serta perusahaan manufaktur,,valid,
44242,IDN,MD,,karena keilmuanya,valid,
44343,IDN,MD,,Karena memberikan manfaat temuannya dan berguna untuk masa depan,valid,
44405,IDN,OE,,Penemuan yang berguna,valid,
44437,IDN,OE,,Penemuan yang berguna,valid,
44626,IDN,OE,,menyampaikan temuannya tanpa ada yang disembunyikan dan tidak beorientasi dengan politik,valid,
44643,IDN,MD,,berdasarkan sourch data yang valid,valid,
44678,IDN,OE,,Penemuan yang berguna,valid,
44763,IDN,MD,Lembaga terkait untuk mencapai tujuan tertentu,,valid,
44778,IDN,OE,"1. masyarakat umum diuntungkan hanya pada saat ilmu pengetahuan bisa dinikmati dengan harga murah.
2. Pengusaha yang bisa menguasai teknologi yang sedang tren dengn cara menjual prooduk ke masyarakat.",,valid,
44823,IDN,OE,,"Saya pikir seorang ilmuwan bisa dipercaya karena ia sudah begitu lama belajar dan memiliki bukti nyata (entah penelitian atau bukti temuan berbentuk fisik) terkait hal yang ia sampaikan ke orang banyak, belum lagi ditambah dengan bagaimana hal yang ilmuwan katakan sejalan dengan fenomena yang tengah kita rasakan",valid,
44846,IDN,OE,Yang paling diuntungkan adalah pejabat isntansi yang berhubungan dengan kesehatan dan teknologi. Karena dari ilmu pengetahuan mereka dapat membuat produk atau keadaan yang memang relevan dengan keperluan masyarakat.,,valid,
45035,IDN,MD,,Memiliki pengetahuan yg luas,valid,
45084,IDN,OE,,hasil penelitiannya dan riset yang ditemukan,valid,
45177,IDN,OE,,Penemuannya,valid,
45321,ISR,OE,,מדען שמאמריו פורסמו במגזיני מדע ידועים ומפוקחים,valid,
45332,ISR,OE,,ציטטות מקורות של מחקר גם רקע שלו מהעבר,valid,
45438,ISR,OE,אנשים בעולם. אזרחים,,valid,
45492,ISR,OE,אני חושבת שכולם מרויחים  מהמדע. זה המצאות חדשות הארכת חיים.,,valid,
45647,ISR,MD,מפרסמים המאמר,,valid,
45675,ISR,MD,,לא מבין בזה כל כך,valid,
46148,ISR,MD,"המדע עצמו,
כי שומרים לעצמם את המידע האמיתי",,valid,
46329,ISR,MD,מי שמיצר את מדע.משקיע במדע זה שמרויח הכי הרבה מהמדע,,valid,
46377,IND,MD,,"To determine credibility, scientific studies need to be assessed along at least the following three dimensions. method and data transparency.",valid,
46465,IND,OE,,When he/she makes reaserch to all,valid,
46610,IND,OE,,Credibility of facts and integrity,valid,
46799,IND,OE,,he should be a little crazy than his/her peers and is quick-witted,valid,
46825,IND,MD,Please give me,,valid,
46910,JPN,MD,庶民。様々な科学技術を利用した物が開発されるから。,,valid,
47098,JPN,OE,,立場,valid,
47417,JPN,MD,,知識や技能の高さ、人としての振る舞い,valid,
47473,JPN,MD,"人類全員
科学の力がなければ生きていけないから",,valid,
47608,JPN,OE,"人類全般
なんとなく",,valid,
47694,JPN,MD,,はったり,valid,
47969,KEN,MD,,The practical,valid,
48176,KEN,OE,,Their research work.,valid,
48221,KEN,MD,,Facts,valid,
48301,KEN,MD,,"Ooh, science is trustworthy for many a times we see results exactly,if it's positive or negative,it proves right when it comes prooving true or false then we determine which is true,it gives some faith even when we don't want to trust",valid,
48458,KOR,MD,,관심없음,valid,
48747,KOR,MD,,안전,valid,
48763,KOR,OE,일반대중이다,,valid,
48770,KOR,OE,,도덕과 윤리를 지키는 것,valid,
48796,KOR,MD,,그냥,valid,
48880,KAZ,OE,Кто предан етому делу,,valid,
48899,KAZ,OE,"Ученые,которые изучают новые вещи, новые вирусы, новые явления.",,valid,
49023,KAZ,OE,"Крупные частные компании тесно связанные с научно -исследовательскими предприятиями и с коррумпированными госчиновниками, распределяющие госбюджет на науку.
Получение максимальной прибыли от реализации идей или продукции. (Медицина ,оборона, супер технологии в области автоматизации и компютеризации.",,valid,
49152,KAZ,MD,наука продвигает человечество,,valid,
49191,KAZ,MD,,,invalid,两题都空
49237,KAZ,MD,Человечество! Почему? А чтобы мы делали если бы ученых небыло? Стоял прогресс на месте вот и все! Благодаря науки мы лечимся изучаем больше информации!,,valid,
49369,KAZ,OE,,"Преданность науке, воспитание последователей, передача накопленных знаний.",valid,
49707,MAR,MD,Kolona mostafidina min hada,,valid,
49847,MAR,OE,جميع الناس,,valid,
49877,MAR,MD,المستفيد الاكبر من العلوم هم العلماء اولا الدول ثانيا و الشعوب تالثا فبفضل العلوم يتمكن العالم من ربح قوتهة و تتمكن الدول من التقدم اماما و تتمكن الشعوب من النيل بحياة افضل و احسن .,,valid,
50215,MEX,MD,"La verdad no sé, por lo que observo y escucho los que están en puestos de.muy altos funcionarios en secretaráas de salud y de gobierno, porque son ellos que estudian la.medicina la ciencia que creen saberlo.todo.y por lo tanto son los que mueven todo sobre ese tema",,valid,
50362,MEX,MD,"Los de la televisión
Porque informan a diario",,valid,
50383,MEX,MD,,Una parte x su experiencia y lo que ha vivido cada momento de su vida,valid,
50445,MYS,OE,Saya kerana saya suka menyelidik,,valid,
50495,MYS,MD,,Kerana mereka mengemukakan suatu teori baharu yg belum diterokai oleh mana2 pihak dan tidak terdapat mana2 yg menolaknya dlm masa terdekat,valid,
50509,MYS,OE,Peminat,,valid,
50511,MYS,OE,pesakit kerana dengan sains boleh mencari ubat untuk cure itu pesakit,,valid,
50612,MYS,OE,,Berdasarkan kajian yang dilakukan,valid,
50613,MYS,MD,,dengan fakta dan kajian yang tepat,valid,
50720,MYS,MD,,Rajin,valid,
50834,MYS,OE,,Keyakinan dan tindakan yang di percayai arau kata mereka.,valid,
50866,MYS,MD,Human cos human discover and reach unlimited things then they'll use it.,,valid,
50945,MYS,MD,,"pintar, jujur, integriti, tidak melebihi batas agama",valid,
51019,MYS,OE,masyarakat umum senang dapat maklumat,,valid,
51087,MYS,OE,,Karya atau komen saintis hendaklah mempunyai atau mengikuti fakta dan standard,valid,
51114,MYS,OE,,fakta yang bernas dan rasional,valid,
51268,MYS,OE,"pesakit, dengan kemajuan sains ubat baru dan lebih berkesan daripada dulu.",,valid,
51438,MYS,MD,,Senarai bukti kajian dan penemuan yang dipamerkan,valid,
51443,MYS,OE,,Etika Sains yang diamalkan dan reputasi saintis tersebut.,valid,
51575,NGA,MD,,What’s your knows and also what he can create with the  ideas he has,valid,
51670,NGA,MD,"I think scientists benefits the most, because they know how to utilize their findings better",,valid,
51675,NGA,OE,"The consumers benefits the most more than the inventors, this is because science have made living very easy and simple. Without science, the world would be a terrible place to live in and many lives would be lost due to lack of science and medical facilities and drugs.",,valid,
51693,NGA,OE,"Everybody benefits from science, because practically every activities and facilities which we use on daily basis is science inclined.",,valid,
51884,NGA,OE,The whole public benefits from science because scientific discoveries and innovations are made public for anyone to use. This innovations are made for everyone and not a particular set of people.,,valid,
51970,NGA,OE,Human being benefits most because it makes what human think is impossible to be possible.,,valid,
51995,NGA,MD,,What makes a scientist trustworthy is his ability to handle lives.,valid,
52076,NGA,MD,,"Their predictions and inventions that is advancing the globe. Also, their general knowledge about the universe.",valid,
52280,NGA,MD,Everything benefits from science,,valid,
52445,NGA,OE,,The ability to think out solution for the whole world,valid,
52452,NGA,OE,The rich people because they can afford it,,valid,
52467,NGA,OE,The rich because they have the money and influence to afford it,,valid,
52965,NIC,MD,,Lo hace q sus investigaciones sean veraces y objetivas para llegar a los resultados propuestos,valid,
52986,NIC,MD,,Por la trayectoria y las teoría confiables que algunos tienen bueno no todos son contados,valid,
53006,NIC,MD,"Los que más se venefician de la ciencia somo nosotros los seres humanos, los profesores y también nos ayuda a conocer más de nuestro alcanse",,valid,
53041,NOR,OE,,usikker,valid,
53103,NOR,MD,Vet ikke,,valid,
53176,NOR,MD,"Utvikle seg selv og påvirke andre.
Livsopphold og tjene penger",,valid,
53415,NOR,MD,,være etisk og forsiktig,valid,
53656,NZL,MD,,Yes everyone’s input has importance,valid,
53936,NZL,OE,,"Someone who does things in their own way,without interference. 
Someone who speaks the truth and works to benefit mankind.",valid,
53975,NZL,MD,"Humankind, depending on what type of science we talkin bout",,valid,
54328,NZL,OE,I think the people who benefit the most are the general public,,valid,
54359,NZL,OE,,,invalid,两题都空
54402,NZL,OE,,"In my opinion, I think the latest technology development by science help to do some great changes in the world territory",valid,
54404,NZL,OE,,,invalid,两题都空
54412,NZL,OE,,,invalid,两题都空
54422,NZL,OE,,In my opinion the most important aspects of a trustworthy source are their history of education and the degrees they have earned,valid,
54426,NZL,OE,,,invalid,两题都空
54429,NZL,OE,,Transparency in both the researcher's methods and their findings is what establishes a scientist's credibility.,valid,
54436,NZL,OE,,,invalid,两题都空
54475,NZL,OE,,The job of a scientist is to constantly conduct research and give a lot of data information and results that are very reliable to be trusted constantly.,valid,
54479,NZL,OE,"Education is the most beneficial in science, mainly because it can still enhance the value of education more, and also better the ability to store knowledge.",,valid,
54480,NZL,OE,,"Trustworthy is what can help us to improve the quality of life, while each time the results of research and development can help us to improve quickly.",valid,
54481,NZL,OE,,"Scientists have very smart minds and can be used to meet the needs of scientific research very well, and it is important that they provide good data information.",valid,
54592,NZL,OE,,"Scientists they have a good majesty and also have good qualities, but also to meet our needs, research and development of scientific results can help the development of society.",valid,
54622,NZL,OE,"I think biology benefits the most in terms of science, enhancing our human research on biotechnology and providing more data information.",,valid,
54623,NZL,OE,,The main thing is that scientists have the strongest scientific ability and also can analyze through more data and also test to accomplish a more perfect result. It is definitely trustworthy.,valid,
54626,NZL,OE,,"The key lies in the fact that it can enhance the development of various industries, scientists can still help more development trends, scientists are the most trustworthy data information.",valid,
54630,NZL,OE,,"Scientists can better help us to analyze a lot of things, especially more tests can be conducted, perfect to help solve the problem, or very trustworthy.",valid,
54633,NZL,OE,I have always believed that the public resources side benefits the most and can be relied upon to accomplish more of the needs of public utilities.,,valid,
54664,NZL,OE,,Education and credentials. This needs to said/shown if scientist is speaking/written article. I think both views need to be explained and then the scientists views backed with evidence,valid,
54717,NZL,OE,,"Scientists can basically help us better distinguish between true and false, and the most important thing is to provide rigorous scientific theories.",valid,
54763,NZL,OE,"It is mainly in the medical industry that benefits the most, where more information on experimental data is available and medical technology is improved at the same time.",,valid,
54765,NZL,MD,people like doctors as they need it to prove there theroys,,valid,
54792,NZL,OE,,"In my opinion, scientists are trusted mainly because they can help various industries to develop rapidly and also have a lot of research results.",valid,
54848,NZL,MD,,The fruitful research theories and teamwork of scientists have opened the eyes of the world to the fruits and trust of science and technology.,valid,
54850,NZL,OE,,"Hundreds of years of scientific theoretical research, both theoretical and applied, have accumulated a wealth of experience, which makes everything scientists do become trustworthy.",valid,
54865,NZL,OE,,The benefit is the world,valid,
54874,NZL,MD,It is my opinion,,valid,
54876,NZL,OE,"We all benefit from science, especially right now with climate change and how we travel to space.",,valid,
54916,NZL,OE,I generally think that biology benefits the most from more scientific approaches to more biotechnology.,,valid,
