row_id,country,trigger,ls,benefit,trust,b_len,t_len,total_len,b_gib,t_gib,decision,reason
67678,USA,longstring_exceed;odd_even_low,13.0,"I would like to say everyone equally benefits off of science because you wouldn't be able to breathe or do anything without science, it's all around us.",NA,152,0,152,False,False,valid1,"BENEFIT有内容(152字), TRUST空"
67735,USA,longstring_exceed;odd_even_low,15.0,NA,A person who studies different ideas or theory and then test those theorys before they speak about it. ,0,102,102,False,False,valid1,"TRUST有内容(102字), BENEFIT空"
68170,USA,longstring_exceed;mahalanobis_outlier,16.0,I have no interest in science ,NA,29,0,29,False,False,valid1,"BENEFIT有内容(29字), TRUST空"
68833,USA,longstring_exceed;mahalanobis_outlier,16.0,Education is important and understanding how and why. Science is used in everyday life ,NA,86,0,86,False,False,valid1,"BENEFIT有内容(86字), TRUST空"
70553,CIV,longstring_exceed;odd_even_low,14.0,NA,CAR UN SCIENTIFIQUE EXPERIMENTE TOUJOURS AVANT D'AVOUE OU AFFIRMER DES PROPOS ,0,77,77,False,False,valid1,"TRUST有内容(77字), BENEFIT空"
70894,CIV,longstring_exceed;mahalanobis_outlier,13.0,L’homme bénéficie plus de la science parce qu’il crée toujours grâce à à science ,NA,80,0,80,False,False,valid1,"BENEFIT有内容(80字), TRUST空"
71026,ZAF,longstring_exceed;mahalanobis_outlier,29.0,They are the once discovering most of the things ,NA,48,0,48,False,False,valid1,"BENEFIT有内容(48字), TRUST空"
71123,ZAF,longstring_exceed;odd_even_low,16.0,NA,a scientist studies and do tests and practicals to verify whether the medicine is working or not before it can be taken to the society.,0,135,135,False,False,valid1,"TRUST有内容(135字), BENEFIT空"
71172,ZAF,longstring_exceed;mahalanobis_outlier,21.0,"Almost every one
",NA,16,0,16,False,False,valid1,"BENEFIT有内容(16字), TRUST空"
71191,ZAF,longstring_exceed;mahalanobis_outlier,16.0,Science are gone more advance with technology so we can have more advage to science ,NA,83,0,83,False,False,valid1,"BENEFIT有内容(83字), TRUST空"
7238,BRA,longstring_exceed;mahalanobis_outlier,25.0,NA,-99,0,0,0,False,False,invalid,两题都空
8286,CAN,longstring_exceed;odd_even_low,16.0,NA,"The number one thing that I believe makes a scientist trustworthy is the inability to have his research/finding bought. As in, pay him to change his findings in order to further a hidden agenda.",0,194,194,False,False,valid1,"TRUST有内容(194字), BENEFIT空"
9227,CAN,longstring_exceed;odd_even_low,15.0,NA,If they work for a trusted institution ie. university or hospital.  If they are not motivated by huge endorsements.,0,115,115,False,False,valid1,"TRUST有内容(115字), BENEFIT空"
9343,CAN,longstring_exceed;mahalanobis_outlier,29.0,I don't know ,NA,12,0,12,False,False,valid1,BENEFIT有基本内容(12字)
9568,CAN,longstring_exceed;odd_even_low,15.0,The benefits from science come from the technological advances science allows. This allows more information to be used in the day to day decisions.,NA,147,0,147,False,False,valid1,"BENEFIT有内容(147字), TRUST空"
